data_epi,uf,casos,regiao,pais
2015-01-04,AC,58.0,Norte,Brasil
2015-01-11,AC,847.0,Norte,Brasil
2015-01-18,AC,900.0,Norte,Brasil
2015-01-25,AC,957.0,Norte,Brasil
2015-02-01,AC,753.0,Norte,Brasil
2015-02-08,AC,664.0,Norte,Brasil
2015-02-15,AC,637.0,Norte,Brasil
2015-02-22,AC,452.0,Norte,Brasil
2015-03-01,AC,523.0,Norte,Brasil
2015-03-08,AC,461.0,Norte,Brasil
2015-03-15,AC,454.0,Norte,Brasil
2015-03-22,AC,542.0,Norte,Brasil
2015-03-29,AC,550.0,Norte,Brasil
2015-04-05,AC,474.0,Norte,Brasil
2015-04-12,AC,435.0,Norte,Brasil
2015-04-19,AC,431.0,Norte,Brasil
2015-04-26,AC,375.0,Norte,Brasil
2015-05-03,AC,321.0,Norte,Brasil
2015-05-10,AC,350.0,Norte,Brasil
2015-05-17,AC,252.0,Norte,Brasil
2015-05-24,AC,287.0,Norte,Brasil
2015-05-31,AC,244.0,Norte,Brasil
2015-06-07,AC,163.0,Norte,Brasil
2015-06-14,AC,143.0,Norte,Brasil
2015-06-21,AC,133.0,Norte,Brasil
2015-06-28,AC,118.0,Norte,Brasil
2015-07-05,AC,103.0,Norte,Brasil
2015-07-12,AC,89.0,Norte,Brasil
2015-07-19,AC,79.0,Norte,Brasil
2015-07-26,AC,91.0,Norte,Brasil
2015-08-02,AC,70.0,Norte,Brasil
2015-08-09,AC,54.0,Norte,Brasil
2015-08-16,AC,56.0,Norte,Brasil
2015-08-23,AC,61.0,Norte,Brasil
2015-08-30,AC,60.0,Norte,Brasil
2015-09-06,AC,61.0,Norte,Brasil
2015-09-13,AC,51.0,Norte,Brasil
2015-09-20,AC,63.0,Norte,Brasil
2015-09-27,AC,80.0,Norte,Brasil
2015-10-04,AC,83.0,Norte,Brasil
2015-10-11,AC,59.0,Norte,Brasil
2015-10-18,AC,73.0,Norte,Brasil
2015-10-25,AC,92.0,Norte,Brasil
2015-11-01,AC,93.0,Norte,Brasil
2015-11-08,AC,71.0,Norte,Brasil
2015-11-15,AC,87.0,Norte,Brasil
2015-11-22,AC,102.0,Norte,Brasil
2015-11-29,AC,133.0,Norte,Brasil
2015-12-06,AC,137.0,Norte,Brasil
2015-12-13,AC,227.0,Norte,Brasil
2015-12-20,AC,218.0,Norte,Brasil
2015-12-27,AC,170.0,Norte,Brasil
2016-01-03,AC,170.0,Norte,Brasil
2016-01-10,AC,272.0,Norte,Brasil
2016-01-17,AC,324.0,Norte,Brasil
2016-01-24,AC,416.0,Norte,Brasil
2016-01-31,AC,456.0,Norte,Brasil
2016-02-07,AC,677.0,Norte,Brasil
2016-02-14,AC,690.0,Norte,Brasil
2016-02-21,AC,626.0,Norte,Brasil
2016-02-28,AC,521.0,Norte,Brasil
2016-03-06,AC,534.0,Norte,Brasil
2016-03-13,AC,452.0,Norte,Brasil
2016-03-20,AC,333.0,Norte,Brasil
2016-03-27,AC,312.0,Norte,Brasil
2016-04-03,AC,330.0,Norte,Brasil
2016-04-10,AC,299.0,Norte,Brasil
2016-04-17,AC,363.0,Norte,Brasil
2016-04-24,AC,257.0,Norte,Brasil
2016-05-01,AC,212.0,Norte,Brasil
2016-05-08,AC,150.0,Norte,Brasil
2016-05-15,AC,149.0,Norte,Brasil
2016-05-22,AC,120.0,Norte,Brasil
2016-05-29,AC,84.0,Norte,Brasil
2016-06-05,AC,117.0,Norte,Brasil
2016-06-12,AC,103.0,Norte,Brasil
2016-06-19,AC,69.0,Norte,Brasil
2016-06-26,AC,74.0,Norte,Brasil
2016-07-03,AC,66.0,Norte,Brasil
2016-07-10,AC,58.0,Norte,Brasil
2016-07-17,AC,42.0,Norte,Brasil
2016-07-24,AC,51.0,Norte,Brasil
2016-07-31,AC,31.0,Norte,Brasil
2016-08-07,AC,42.0,Norte,Brasil
2016-08-14,AC,33.0,Norte,Brasil
2016-08-21,AC,21.0,Norte,Brasil
2016-08-28,AC,47.0,Norte,Brasil
2016-09-04,AC,32.0,Norte,Brasil
2016-09-11,AC,22.0,Norte,Brasil
2016-09-18,AC,27.0,Norte,Brasil
2016-09-25,AC,38.0,Norte,Brasil
2016-10-02,AC,26.0,Norte,Brasil
2016-10-09,AC,27.0,Norte,Brasil
2016-10-16,AC,25.0,Norte,Brasil
2016-10-23,AC,34.0,Norte,Brasil
2016-10-30,AC,27.0,Norte,Brasil
2016-11-06,AC,35.0,Norte,Brasil
2016-11-13,AC,42.0,Norte,Brasil
2016-11-20,AC,49.0,Norte,Brasil
2016-11-27,AC,73.0,Norte,Brasil
2016-12-04,AC,71.0,Norte,Brasil
2016-12-11,AC,89.0,Norte,Brasil
2016-12-18,AC,72.0,Norte,Brasil
2016-12-25,AC,93.0,Norte,Brasil
2017-01-01,AC,94.0,Norte,Brasil
2017-01-08,AC,126.0,Norte,Brasil
2017-01-15,AC,151.0,Norte,Brasil
2017-01-22,AC,224.0,Norte,Brasil
2017-01-29,AC,223.0,Norte,Brasil
2017-02-05,AC,253.0,Norte,Brasil
2017-02-12,AC,208.0,Norte,Brasil
2017-02-19,AC,228.0,Norte,Brasil
2017-02-26,AC,196.0,Norte,Brasil
2017-03-05,AC,127.0,Norte,Brasil
2017-03-12,AC,171.0,Norte,Brasil
2017-03-19,AC,155.0,Norte,Brasil
2017-03-26,AC,126.0,Norte,Brasil
2017-04-02,AC,121.0,Norte,Brasil
2017-04-09,AC,129.0,Norte,Brasil
2017-04-16,AC,104.0,Norte,Brasil
2017-04-23,AC,81.0,Norte,Brasil
2017-04-30,AC,92.0,Norte,Brasil
2017-05-07,AC,58.0,Norte,Brasil
2017-05-14,AC,76.0,Norte,Brasil
2017-05-21,AC,91.0,Norte,Brasil
2017-05-28,AC,69.0,Norte,Brasil
2017-06-04,AC,71.0,Norte,Brasil
2017-06-11,AC,70.0,Norte,Brasil
2017-06-18,AC,44.0,Norte,Brasil
2017-06-25,AC,52.0,Norte,Brasil
2017-07-02,AC,51.0,Norte,Brasil
2017-07-09,AC,43.0,Norte,Brasil
2017-07-16,AC,38.0,Norte,Brasil
2017-07-23,AC,38.0,Norte,Brasil
2017-07-30,AC,37.0,Norte,Brasil
2017-08-06,AC,66.0,Norte,Brasil
2017-08-13,AC,34.0,Norte,Brasil
2017-08-20,AC,27.0,Norte,Brasil
2017-08-27,AC,27.0,Norte,Brasil
2017-09-03,AC,37.0,Norte,Brasil
2017-09-10,AC,21.0,Norte,Brasil
2017-09-17,AC,37.0,Norte,Brasil
2017-09-24,AC,29.0,Norte,Brasil
2017-10-01,AC,27.0,Norte,Brasil
2017-10-08,AC,45.0,Norte,Brasil
2017-10-15,AC,44.0,Norte,Brasil
2017-10-22,AC,57.0,Norte,Brasil
2017-10-29,AC,64.0,Norte,Brasil
2017-11-05,AC,56.0,Norte,Brasil
2017-11-12,AC,67.0,Norte,Brasil
2017-11-19,AC,105.0,Norte,Brasil
2017-11-26,AC,138.0,Norte,Brasil
2017-12-03,AC,153.0,Norte,Brasil
2017-12-10,AC,187.0,Norte,Brasil
2017-12-17,AC,221.0,Norte,Brasil
2017-12-24,AC,181.0,Norte,Brasil
2017-12-31,AC,198.0,Norte,Brasil
2018-01-07,AC,253.0,Norte,Brasil
2018-01-14,AC,289.0,Norte,Brasil
2018-01-21,AC,286.0,Norte,Brasil
2018-01-28,AC,298.0,Norte,Brasil
2018-02-04,AC,225.0,Norte,Brasil
2018-02-11,AC,239.0,Norte,Brasil
2018-02-18,AC,200.0,Norte,Brasil
2018-02-25,AC,281.0,Norte,Brasil
2018-03-04,AC,224.0,Norte,Brasil
2018-03-11,AC,222.0,Norte,Brasil
2018-03-18,AC,208.0,Norte,Brasil
2018-03-25,AC,251.0,Norte,Brasil
2018-04-01,AC,194.0,Norte,Brasil
2018-04-08,AC,209.0,Norte,Brasil
2018-04-15,AC,257.0,Norte,Brasil
2018-04-22,AC,277.0,Norte,Brasil
2018-04-29,AC,229.0,Norte,Brasil
2018-05-06,AC,178.0,Norte,Brasil
2018-05-13,AC,232.0,Norte,Brasil
2018-05-20,AC,203.0,Norte,Brasil
2018-05-27,AC,179.0,Norte,Brasil
2018-06-03,AC,211.0,Norte,Brasil
2018-06-10,AC,124.0,Norte,Brasil
2018-06-17,AC,119.0,Norte,Brasil
2018-06-24,AC,126.0,Norte,Brasil
2018-07-01,AC,141.0,Norte,Brasil
2018-07-08,AC,104.0,Norte,Brasil
2018-07-15,AC,116.0,Norte,Brasil
2018-07-22,AC,116.0,Norte,Brasil
2018-07-29,AC,100.0,Norte,Brasil
2018-08-05,AC,120.0,Norte,Brasil
2018-08-12,AC,85.0,Norte,Brasil
2018-08-19,AC,97.0,Norte,Brasil
2018-08-26,AC,115.0,Norte,Brasil
2018-09-02,AC,118.0,Norte,Brasil
2018-09-09,AC,72.0,Norte,Brasil
2018-09-16,AC,147.0,Norte,Brasil
2018-09-23,AC,206.0,Norte,Brasil
2018-09-30,AC,231.0,Norte,Brasil
2018-10-07,AC,248.0,Norte,Brasil
2018-10-14,AC,241.0,Norte,Brasil
2018-10-21,AC,393.0,Norte,Brasil
2018-10-28,AC,463.0,Norte,Brasil
2018-11-04,AC,492.0,Norte,Brasil
2018-11-11,AC,588.0,Norte,Brasil
2018-11-18,AC,497.0,Norte,Brasil
2018-11-25,AC,512.0,Norte,Brasil
2018-12-02,AC,494.0,Norte,Brasil
2018-12-09,AC,496.0,Norte,Brasil
2018-12-16,AC,443.0,Norte,Brasil
2018-12-23,AC,471.0,Norte,Brasil
2018-12-30,AC,337.0,Norte,Brasil
2019-01-06,AC,559.0,Norte,Brasil
2019-01-13,AC,584.0,Norte,Brasil
2019-01-20,AC,563.0,Norte,Brasil
2019-01-27,AC,527.0,Norte,Brasil
2019-02-03,AC,421.0,Norte,Brasil
2019-02-10,AC,499.0,Norte,Brasil
2019-02-17,AC,546.0,Norte,Brasil
2019-02-24,AC,516.0,Norte,Brasil
2019-03-03,AC,417.0,Norte,Brasil
2019-03-10,AC,304.0,Norte,Brasil
2019-03-17,AC,379.0,Norte,Brasil
2019-03-24,AC,356.0,Norte,Brasil
2019-03-31,AC,353.0,Norte,Brasil
2019-04-07,AC,259.0,Norte,Brasil
2019-04-14,AC,262.0,Norte,Brasil
2019-04-21,AC,174.0,Norte,Brasil
2019-04-28,AC,174.0,Norte,Brasil
2019-05-05,AC,176.0,Norte,Brasil
2019-05-12,AC,171.0,Norte,Brasil
2019-05-19,AC,165.0,Norte,Brasil
2019-05-26,AC,136.0,Norte,Brasil
2019-06-02,AC,116.0,Norte,Brasil
2019-06-09,AC,97.0,Norte,Brasil
2019-06-16,AC,120.0,Norte,Brasil
2019-06-23,AC,64.0,Norte,Brasil
2019-06-30,AC,118.0,Norte,Brasil
2019-07-07,AC,74.0,Norte,Brasil
2019-07-14,AC,86.0,Norte,Brasil
2019-07-21,AC,78.0,Norte,Brasil
2019-07-28,AC,82.0,Norte,Brasil
2019-08-04,AC,76.0,Norte,Brasil
2019-08-11,AC,91.0,Norte,Brasil
2019-08-18,AC,57.0,Norte,Brasil
2019-08-25,AC,66.0,Norte,Brasil
2019-09-01,AC,90.0,Norte,Brasil
2019-09-08,AC,72.0,Norte,Brasil
2019-09-15,AC,82.0,Norte,Brasil
2019-09-22,AC,127.0,Norte,Brasil
2019-09-29,AC,70.0,Norte,Brasil
2019-10-06,AC,121.0,Norte,Brasil
2019-10-13,AC,263.0,Norte,Brasil
2019-10-20,AC,256.0,Norte,Brasil
2019-10-27,AC,338.0,Norte,Brasil
2019-11-03,AC,330.0,Norte,Brasil
2019-11-10,AC,524.0,Norte,Brasil
2019-11-17,AC,712.0,Norte,Brasil
2019-11-24,AC,878.0,Norte,Brasil
2019-12-01,AC,969.0,Norte,Brasil
2019-12-08,AC,921.0,Norte,Brasil
2019-12-15,AC,1006.0,Norte,Brasil
2019-12-22,AC,869.0,Norte,Brasil
2019-12-29,AC,682.0,Norte,Brasil
2020-01-05,AC,230.0,Norte,Brasil
2020-01-12,AC,557.0,Norte,Brasil
2020-01-19,AC,700.0,Norte,Brasil
2020-01-26,AC,513.0,Norte,Brasil
2020-02-02,AC,400.0,Norte,Brasil
2020-02-09,AC,293.0,Norte,Brasil
2020-02-16,AC,250.0,Norte,Brasil
2020-02-23,AC,223.0,Norte,Brasil
2020-03-01,AC,167.0,Norte,Brasil
2020-03-08,AC,153.0,Norte,Brasil
2020-03-15,AC,156.0,Norte,Brasil
2020-03-22,AC,85.0,Norte,Brasil
2020-03-29,AC,41.0,Norte,Brasil
2020-04-05,AC,55.0,Norte,Brasil
2020-04-12,AC,35.0,Norte,Brasil
2020-04-19,AC,43.0,Norte,Brasil
2020-04-26,AC,53.0,Norte,Brasil
2020-05-03,AC,65.0,Norte,Brasil
2020-05-10,AC,87.0,Norte,Brasil
2020-05-17,AC,166.0,Norte,Brasil
2020-05-24,AC,152.0,Norte,Brasil
2020-05-31,AC,159.0,Norte,Brasil
2020-06-07,AC,121.0,Norte,Brasil
2020-06-14,AC,108.0,Norte,Brasil
2020-06-21,AC,82.0,Norte,Brasil
2020-06-28,AC,47.0,Norte,Brasil
2020-07-05,AC,42.0,Norte,Brasil
2020-07-12,AC,43.0,Norte,Brasil
2020-07-19,AC,29.0,Norte,Brasil
2020-07-26,AC,41.0,Norte,Brasil
2020-08-02,AC,36.0,Norte,Brasil
2020-08-09,AC,30.0,Norte,Brasil
2020-08-16,AC,36.0,Norte,Brasil
2020-08-23,AC,23.0,Norte,Brasil
2020-08-30,AC,23.0,Norte,Brasil
2020-09-06,AC,20.0,Norte,Brasil
2020-09-13,AC,21.0,Norte,Brasil
2020-09-20,AC,23.0,Norte,Brasil
2020-09-27,AC,30.0,Norte,Brasil
2020-10-04,AC,26.0,Norte,Brasil
2020-10-11,AC,24.0,Norte,Brasil
2020-10-18,AC,29.0,Norte,Brasil
2020-10-25,AC,43.0,Norte,Brasil
2020-11-01,AC,58.0,Norte,Brasil
2020-11-08,AC,69.0,Norte,Brasil
2020-11-15,AC,74.0,Norte,Brasil
2020-11-22,AC,119.0,Norte,Brasil
2020-11-29,AC,242.0,Norte,Brasil
2020-12-06,AC,289.0,Norte,Brasil
2020-12-13,AC,307.0,Norte,Brasil
2020-12-20,AC,390.0,Norte,Brasil
2020-12-27,AC,327.0,Norte,Brasil
2021-01-03,AC,327.0,Norte,Brasil
2021-01-10,AC,744.0,Norte,Brasil
2021-01-17,AC,1707.0,Norte,Brasil
2021-01-24,AC,1902.0,Norte,Brasil
2021-01-31,AC,2160.0,Norte,Brasil
2021-02-07,AC,2033.0,Norte,Brasil
2021-02-14,AC,1923.0,Norte,Brasil
2021-02-21,AC,1716.0,Norte,Brasil
2021-02-28,AC,2197.0,Norte,Brasil
2021-03-07,AC,2228.0,Norte,Brasil
2021-03-14,AC,1823.0,Norte,Brasil
2021-03-21,AC,1536.0,Norte,Brasil
2021-03-28,AC,1083.0,Norte,Brasil
2021-04-04,AC,729.0,Norte,Brasil
2021-04-11,AC,634.0,Norte,Brasil
2021-04-18,AC,621.0,Norte,Brasil
2021-04-25,AC,527.0,Norte,Brasil
2021-05-02,AC,435.0,Norte,Brasil
2021-05-09,AC,328.0,Norte,Brasil
2021-05-16,AC,275.0,Norte,Brasil
2021-05-23,AC,274.0,Norte,Brasil
2021-05-30,AC,194.0,Norte,Brasil
2021-06-06,AC,169.0,Norte,Brasil
2021-06-13,AC,182.0,Norte,Brasil
2021-06-20,AC,130.0,Norte,Brasil
2021-06-27,AC,142.0,Norte,Brasil
2021-07-04,AC,81.0,Norte,Brasil
2021-07-11,AC,130.0,Norte,Brasil
2021-07-18,AC,131.0,Norte,Brasil
2021-07-25,AC,79.0,Norte,Brasil
2021-08-01,AC,94.0,Norte,Brasil
2021-08-08,AC,119.0,Norte,Brasil
2021-08-15,AC,94.0,Norte,Brasil
2021-08-22,AC,107.0,Norte,Brasil
2021-08-29,AC,90.0,Norte,Brasil
2021-09-05,AC,84.0,Norte,Brasil
2021-09-12,AC,63.0,Norte,Brasil
2021-09-19,AC,97.0,Norte,Brasil
2021-09-26,AC,103.0,Norte,Brasil
2021-10-03,AC,123.0,Norte,Brasil
2021-10-10,AC,104.0,Norte,Brasil
2021-10-17,AC,143.0,Norte,Brasil
2021-10-24,AC,155.0,Norte,Brasil
2021-10-31,AC,197.0,Norte,Brasil
2021-11-07,AC,187.0,Norte,Brasil
2021-11-14,AC,177.0,Norte,Brasil
2021-11-21,AC,237.0,Norte,Brasil
2021-11-28,AC,235.0,Norte,Brasil
2021-12-05,AC,307.0,Norte,Brasil
2021-12-12,AC,444.0,Norte,Brasil
2021-12-19,AC,665.0,Norte,Brasil
2021-12-26,AC,507.0,Norte,Brasil
2022-01-02,AC,173.0,Norte,Brasil
2022-01-09,AC,169.0,Norte,Brasil
2022-01-16,AC,169.0,Norte,Brasil
2022-01-23,AC,193.0,Norte,Brasil
2022-01-30,AC,149.0,Norte,Brasil
2022-02-06,AC,89.0,Norte,Brasil
2022-02-13,AC,129.0,Norte,Brasil
2022-02-20,AC,161.0,Norte,Brasil
2022-02-27,AC,119.0,Norte,Brasil
2022-03-06,AC,117.0,Norte,Brasil
2022-03-13,AC,148.0,Norte,Brasil
2022-03-20,AC,124.0,Norte,Brasil
2022-03-27,AC,106.0,Norte,Brasil
2022-04-03,AC,70.0,Norte,Brasil
2022-04-10,AC,93.0,Norte,Brasil
2022-04-17,AC,84.0,Norte,Brasil
2022-04-24,AC,85.0,Norte,Brasil
2022-05-01,AC,88.0,Norte,Brasil
2022-05-08,AC,91.0,Norte,Brasil
2022-05-15,AC,90.0,Norte,Brasil
2022-05-22,AC,82.0,Norte,Brasil
2022-05-29,AC,61.0,Norte,Brasil
2022-06-05,AC,66.0,Norte,Brasil
2022-06-12,AC,50.0,Norte,Brasil
2022-06-19,AC,33.0,Norte,Brasil
2022-06-26,AC,29.0,Norte,Brasil
2022-07-03,AC,22.0,Norte,Brasil
2022-07-10,AC,25.0,Norte,Brasil
2022-07-17,AC,37.0,Norte,Brasil
2022-07-24,AC,50.0,Norte,Brasil
2022-07-31,AC,28.0,Norte,Brasil
2022-08-07,AC,31.0,Norte,Brasil
2022-08-14,AC,19.0,Norte,Brasil
2022-08-21,AC,16.0,Norte,Brasil
2022-08-28,AC,18.0,Norte,Brasil
2022-09-04,AC,12.0,Norte,Brasil
2022-09-11,AC,5.0,Norte,Brasil
2022-09-18,AC,14.0,Norte,Brasil
2022-09-25,AC,21.0,Norte,Brasil
2022-10-02,AC,16.0,Norte,Brasil
2022-10-09,AC,13.0,Norte,Brasil
2022-10-16,AC,25.0,Norte,Brasil
2022-10-23,AC,29.0,Norte,Brasil
2022-10-30,AC,48.0,Norte,Brasil
2022-11-06,AC,39.0,Norte,Brasil
2022-11-13,AC,49.0,Norte,Brasil
2022-11-20,AC,47.0,Norte,Brasil
2022-11-27,AC,61.0,Norte,Brasil
2022-12-04,AC,68.0,Norte,Brasil
2022-12-11,AC,78.0,Norte,Brasil
2022-12-18,AC,79.0,Norte,Brasil
2022-12-25,AC,74.0,Norte,Brasil
2023-01-01,AC,74.0,Norte,Brasil
2023-01-08,AC,70.0,Norte,Brasil
2023-01-15,AC,122.0,Norte,Brasil
2023-01-22,AC,137.0,Norte,Brasil
2023-01-29,AC,176.0,Norte,Brasil
2023-02-05,AC,160.0,Norte,Brasil
2023-02-12,AC,203.0,Norte,Brasil
2023-02-19,AC,224.0,Norte,Brasil
2023-02-26,AC,192.0,Norte,Brasil
2023-03-05,AC,225.0,Norte,Brasil
2023-03-12,AC,228.0,Norte,Brasil
2023-03-19,AC,310.0,Norte,Brasil
2023-03-26,AC,224.0,Norte,Brasil
2023-04-02,AC,213.0,Norte,Brasil
2023-04-09,AC,163.0,Norte,Brasil
2023-04-16,AC,197.0,Norte,Brasil
2023-04-23,AC,205.0,Norte,Brasil
2023-04-30,AC,151.0,Norte,Brasil
2023-05-07,AC,138.0,Norte,Brasil
2023-05-14,AC,116.0,Norte,Brasil
2023-05-21,AC,91.0,Norte,Brasil
2023-05-28,AC,89.0,Norte,Brasil
2023-06-04,AC,69.0,Norte,Brasil
2023-06-11,AC,53.0,Norte,Brasil
2023-06-18,AC,34.0,Norte,Brasil
2023-06-25,AC,39.0,Norte,Brasil
2023-07-02,AC,32.0,Norte,Brasil
2023-07-09,AC,43.0,Norte,Brasil
2023-07-16,AC,39.0,Norte,Brasil
2023-07-23,AC,31.0,Norte,Brasil
2023-07-30,AC,31.0,Norte,Brasil
2023-08-06,AC,26.0,Norte,Brasil
2023-08-13,AC,28.0,Norte,Brasil
2023-08-20,AC,35.0,Norte,Brasil
2023-08-27,AC,33.0,Norte,Brasil
2023-09-03,AC,38.0,Norte,Brasil
2023-09-10,AC,24.0,Norte,Brasil
2023-09-17,AC,22.0,Norte,Brasil
2023-09-24,AC,50.0,Norte,Brasil
2023-10-01,AC,36.0,Norte,Brasil
2023-10-08,AC,40.0,Norte,Brasil
2023-10-15,AC,42.0,Norte,Brasil
2023-10-22,AC,64.0,Norte,Brasil
2023-10-29,AC,65.0,Norte,Brasil
2023-11-05,AC,74.0,Norte,Brasil
2023-11-12,AC,132.0,Norte,Brasil
2023-11-19,AC,123.0,Norte,Brasil
2023-11-26,AC,317.0,Norte,Brasil
2023-12-03,AC,306.0,Norte,Brasil
2023-12-10,AC,240.0,Norte,Brasil
2023-12-17,AC,380.0,Norte,Brasil
2023-12-24,AC,537.0,Norte,Brasil
2023-12-31,AC,572.0,Norte,Brasil
2024-01-07,AC,389.0,Norte,Brasil
2024-01-14,AC,478.0,Norte,Brasil
2024-01-21,AC,533.0,Norte,Brasil
2024-01-28,AC,418.0,Norte,Brasil
2024-02-04,AC,281.0,Norte,Brasil
2024-02-11,AC,221.0,Norte,Brasil
2024-02-18,AC,129.0,Norte,Brasil
2024-02-25,AC,147.0,Norte,Brasil
2024-03-03,AC,144.0,Norte,Brasil
2024-03-10,AC,116.0,Norte,Brasil
2024-03-17,AC,107.0,Norte,Brasil
2024-03-24,AC,114.0,Norte,Brasil
2024-03-31,AC,68.0,Norte,Brasil
2024-04-07,AC,84.0,Norte,Brasil
2024-04-14,AC,65.0,Norte,Brasil
2024-04-21,AC,102.0,Norte,Brasil
2024-04-28,AC,77.0,Norte,Brasil
2024-05-05,AC,63.0,Norte,Brasil
2024-05-12,AC,58.0,Norte,Brasil
2024-05-19,AC,32.0,Norte,Brasil
2024-05-26,AC,34.0,Norte,Brasil
2024-06-02,AC,48.0,Norte,Brasil
2024-06-09,AC,26.0,Norte,Brasil
2024-06-16,AC,26.0,Norte,Brasil
2024-06-23,AC,17.0,Norte,Brasil
2024-06-30,AC,23.0,Norte,Brasil
2024-07-07,AC,22.0,Norte,Brasil
2024-07-14,AC,21.0,Norte,Brasil
2024-07-21,AC,20.0,Norte,Brasil
2024-07-28,AC,17.0,Norte,Brasil
2024-08-04,AC,25.0,Norte,Brasil
2024-08-11,AC,18.0,Norte,Brasil
2024-08-18,AC,28.0,Norte,Brasil
2024-08-25,AC,22.0,Norte,Brasil
2024-09-01,AC,21.0,Norte,Brasil
2024-09-08,AC,17.0,Norte,Brasil
2024-09-15,AC,21.0,Norte,Brasil
2024-09-22,AC,34.0,Norte,Brasil
2024-09-29,AC,27.0,Norte,Brasil
2024-10-06,AC,49.0,Norte,Brasil
2024-10-13,AC,59.0,Norte,Brasil
2024-10-20,AC,67.0,Norte,Brasil
2024-10-27,AC,84.0,Norte,Brasil
2024-11-03,AC,90.0,Norte,Brasil
2024-11-10,AC,95.0,Norte,Brasil
2024-11-17,AC,104.0,Norte,Brasil
2024-11-24,AC,165.0,Norte,Brasil
2024-12-01,AC,190.0,Norte,Brasil
2024-12-08,AC,212.0,Norte,Brasil
2024-12-15,AC,294.0,Norte,Brasil
2024-12-22,AC,422.0,Norte,Brasil
2024-12-29,AC,337.0,Norte,Brasil
2025-01-05,AC,213.0,Norte,Brasil
2025-01-12,AC,464.0,Norte,Brasil
2025-01-19,AC,497.0,Norte,Brasil
2025-01-26,AC,481.0,Norte,Brasil
2025-02-02,AC,560.0,Norte,Brasil
2025-02-09,AC,667.0,Norte,Brasil
2025-02-16,AC,566.0,Norte,Brasil
2025-02-23,AC,540.0,Norte,Brasil
2025-03-02,AC,552.0,Norte,Brasil
2025-03-09,AC,324.0,Norte,Brasil
2025-03-16,AC,360.0,Norte,Brasil
2025-03-23,AC,362.0,Norte,Brasil
2025-03-30,AC,315.0,Norte,Brasil
2025-04-06,AC,217.0,Norte,Brasil
2025-04-13,AC,165.0,Norte,Brasil
2025-04-20,AC,162.0,Norte,Brasil
2025-04-27,AC,179.0,Norte,Brasil
2025-05-04,AC,142.0,Norte,Brasil
2025-05-11,AC,127.0,Norte,Brasil
2025-05-18,AC,118.0,Norte,Brasil
2025-05-25,AC,113.0,Norte,Brasil
2025-06-01,AC,85.0,Norte,Brasil
2025-06-08,AC,87.0,Norte,Brasil
2025-06-15,AC,54.0,Norte,Brasil
2025-06-22,AC,55.0,Norte,Brasil
2025-06-29,AC,75.0,Norte,Brasil
2025-07-06,AC,38.0,Norte,Brasil
2025-07-13,AC,35.0,Norte,Brasil
2025-07-20,AC,40.0,Norte,Brasil
2025-07-27,AC,44.0,Norte,Brasil
2025-08-03,AC,47.0,Norte,Brasil
2025-08-10,AC,31.0,Norte,Brasil
2025-08-17,AC,34.0,Norte,Brasil
2025-08-24,AC,27.0,Norte,Brasil
2025-08-31,AC,25.0,Norte,Brasil
2025-09-07,AC,38.0,Norte,Brasil
2025-09-14,AC,36.0,Norte,Brasil
2025-09-21,AC,32.0,Norte,Brasil
2025-09-28,AC,36.0,Norte,Brasil
2025-10-05,AC,54.0,Norte,Brasil
2025-10-12,AC,44.0,Norte,Brasil
2025-10-19,AC,35.0,Norte,Brasil
2025-10-26,AC,32.0,Norte,Brasil
2025-11-02,AC,42.0,Norte,Brasil
2025-11-09,AC,49.0,Norte,Brasil
2025-11-16,AC,56.0,Norte,Brasil
2025-11-23,AC,47.0,Norte,Brasil
2025-11-30,AC,52.0,Norte,Brasil
2025-12-07,AC,68.0,Norte,Brasil
2025-12-14,AC,60.0,Norte,Brasil
2025-12-21,AC,78.0,Norte,Brasil
2025-12-28,AC,62.0,Norte,Brasil
2026-01-04,AC,46.0,Norte,Brasil
2026-01-11,AC,74.0,Norte,Brasil
2026-01-18,AC,101.0,Norte,Brasil
2026-01-25,AC,64.0,Norte,Brasil
2026-02-01,AC,83.0,Norte,Brasil
2026-02-08,AC,95.0,Norte,Brasil
2026-02-15,AC,78.0,Norte,Brasil
2026-02-22,AC,88.0,Norte,Brasil
2026-03-01,AC,79.0,Norte,Brasil
2026-03-08,AC,84.0,Norte,Brasil
2026-03-15,AC,78.0,Norte,Brasil
2026-03-22,AC,71.0,Norte,Brasil
2026-03-29,AC,107.0,Norte,Brasil
2026-04-05,AC,148.0,Norte,Brasil
2026-04-12,AC,86.0,Norte,Brasil
2026-04-19,AC,86.0,Norte,Brasil
2015-01-04,AL,5.0,Nordeste,Brasil
2015-01-11,AL,123.0,Nordeste,Brasil
2015-01-18,AL,209.0,Nordeste,Brasil
2015-01-25,AL,228.0,Nordeste,Brasil
2015-02-01,AL,362.0,Nordeste,Brasil
2015-02-08,AL,388.0,Nordeste,Brasil
2015-02-15,AL,372.0,Nordeste,Brasil
2015-02-22,AL,286.0,Nordeste,Brasil
2015-03-01,AL,478.0,Nordeste,Brasil
2015-03-08,AL,339.0,Nordeste,Brasil
2015-03-15,AL,448.0,Nordeste,Brasil
2015-03-22,AL,515.0,Nordeste,Brasil
2015-03-29,AL,534.0,Nordeste,Brasil
2015-04-05,AL,457.0,Nordeste,Brasil
2015-04-12,AL,550.0,Nordeste,Brasil
2015-04-19,AL,905.0,Nordeste,Brasil
