data_epi,uf,casos,regiao,pais
2022-09-18,DF,12.0,Centro-Oeste,Brasil
2022-09-25,DF,8.0,Centro-Oeste,Brasil
2022-10-02,DF,11.0,Centro-Oeste,Brasil
2022-10-09,DF,5.0,Centro-Oeste,Brasil
2022-10-16,DF,1.0,Centro-Oeste,Brasil
2022-10-23,DF,5.0,Centro-Oeste,Brasil
2022-10-30,DF,10.0,Centro-Oeste,Brasil
2022-11-06,DF,3.0,Centro-Oeste,Brasil
2022-11-13,DF,3.0,Centro-Oeste,Brasil
2022-11-20,DF,5.0,Centro-Oeste,Brasil
2022-11-27,DF,6.0,Centro-Oeste,Brasil
2022-12-04,DF,5.0,Centro-Oeste,Brasil
2022-12-11,DF,3.0,Centro-Oeste,Brasil
2022-12-18,DF,8.0,Centro-Oeste,Brasil
2022-12-25,DF,9.0,Centro-Oeste,Brasil
2023-01-01,DF,9.0,Centro-Oeste,Brasil
2023-01-08,DF,3.0,Centro-Oeste,Brasil
2023-01-15,DF,13.0,Centro-Oeste,Brasil
2023-01-22,DF,15.0,Centro-Oeste,Brasil
2023-01-29,DF,17.0,Centro-Oeste,Brasil
2023-02-05,DF,23.0,Centro-Oeste,Brasil
2023-02-12,DF,30.0,Centro-Oeste,Brasil
2023-02-19,DF,38.0,Centro-Oeste,Brasil
2023-02-26,DF,18.0,Centro-Oeste,Brasil
2023-03-05,DF,67.0,Centro-Oeste,Brasil
2023-03-12,DF,44.0,Centro-Oeste,Brasil
2023-03-19,DF,44.0,Centro-Oeste,Brasil
2023-03-26,DF,49.0,Centro-Oeste,Brasil
2023-04-02,DF,36.0,Centro-Oeste,Brasil
2023-04-09,DF,31.0,Centro-Oeste,Brasil
2023-04-16,DF,48.0,Centro-Oeste,Brasil
2023-04-23,DF,40.0,Centro-Oeste,Brasil
2023-04-30,DF,37.0,Centro-Oeste,Brasil
2023-05-07,DF,40.0,Centro-Oeste,Brasil
2023-05-14,DF,58.0,Centro-Oeste,Brasil
2023-05-21,DF,42.0,Centro-Oeste,Brasil
2023-05-28,DF,27.0,Centro-Oeste,Brasil
2023-06-04,DF,51.0,Centro-Oeste,Brasil
2023-06-11,DF,30.0,Centro-Oeste,Brasil
2023-06-18,DF,19.0,Centro-Oeste,Brasil
2023-06-25,DF,28.0,Centro-Oeste,Brasil
2023-07-02,DF,25.0,Centro-Oeste,Brasil
2023-07-09,DF,13.0,Centro-Oeste,Brasil
2023-07-16,DF,20.0,Centro-Oeste,Brasil
2023-07-23,DF,16.0,Centro-Oeste,Brasil
2023-07-30,DF,17.0,Centro-Oeste,Brasil
2023-08-06,DF,11.0,Centro-Oeste,Brasil
2023-08-13,DF,12.0,Centro-Oeste,Brasil
2023-08-20,DF,11.0,Centro-Oeste,Brasil
2023-08-27,DF,2.0,Centro-Oeste,Brasil
2023-09-03,DF,15.0,Centro-Oeste,Brasil
2023-09-10,DF,3.0,Centro-Oeste,Brasil
2023-09-17,DF,12.0,Centro-Oeste,Brasil
2023-09-24,DF,5.0,Centro-Oeste,Brasil
2023-10-01,DF,11.0,Centro-Oeste,Brasil
2023-10-08,DF,8.0,Centro-Oeste,Brasil
2023-10-15,DF,6.0,Centro-Oeste,Brasil
2023-10-22,DF,12.0,Centro-Oeste,Brasil
2023-10-29,DF,9.0,Centro-Oeste,Brasil
2023-11-05,DF,4.0,Centro-Oeste,Brasil
2023-11-12,DF,11.0,Centro-Oeste,Brasil
2023-11-19,DF,8.0,Centro-Oeste,Brasil
2023-11-26,DF,8.0,Centro-Oeste,Brasil
2023-12-03,DF,10.0,Centro-Oeste,Brasil
2023-12-10,DF,13.0,Centro-Oeste,Brasil
2023-12-17,DF,20.0,Centro-Oeste,Brasil
2023-12-24,DF,17.0,Centro-Oeste,Brasil
2023-12-31,DF,27.0,Centro-Oeste,Brasil
2024-01-07,DF,18.0,Centro-Oeste,Brasil
2024-01-14,DF,39.0,Centro-Oeste,Brasil
2024-01-21,DF,41.0,Centro-Oeste,Brasil
2024-01-28,DF,67.0,Centro-Oeste,Brasil
2024-02-04,DF,80.0,Centro-Oeste,Brasil
2024-02-11,DF,83.0,Centro-Oeste,Brasil
2024-02-18,DF,42.0,Centro-Oeste,Brasil
2024-02-25,DF,83.0,Centro-Oeste,Brasil
2024-03-03,DF,81.0,Centro-Oeste,Brasil
2024-03-10,DF,64.0,Centro-Oeste,Brasil
2024-03-17,DF,81.0,Centro-Oeste,Brasil
2024-03-24,DF,120.0,Centro-Oeste,Brasil
2024-03-31,DF,41.0,Centro-Oeste,Brasil
2024-04-07,DF,52.0,Centro-Oeste,Brasil
2024-04-14,DF,39.0,Centro-Oeste,Brasil
2024-04-21,DF,43.0,Centro-Oeste,Brasil
2024-04-28,DF,18.0,Centro-Oeste,Brasil
2024-05-05,DF,33.0,Centro-Oeste,Brasil
2024-05-12,DF,25.0,Centro-Oeste,Brasil
2024-05-19,DF,42.0,Centro-Oeste,Brasil
2024-05-26,DF,22.0,Centro-Oeste,Brasil
2024-06-02,DF,12.0,Centro-Oeste,Brasil
2024-06-09,DF,20.0,Centro-Oeste,Brasil
2024-06-16,DF,7.0,Centro-Oeste,Brasil
2024-06-23,DF,17.0,Centro-Oeste,Brasil
2024-06-30,DF,6.0,Centro-Oeste,Brasil
2024-07-07,DF,15.0,Centro-Oeste,Brasil
2024-07-14,DF,3.0,Centro-Oeste,Brasil
2024-07-21,DF,9.0,Centro-Oeste,Brasil
2024-07-28,DF,3.0,Centro-Oeste,Brasil
2024-08-04,DF,5.0,Centro-Oeste,Brasil
2024-08-11,DF,5.0,Centro-Oeste,Brasil
2024-08-18,DF,7.0,Centro-Oeste,Brasil
2024-08-25,DF,4.0,Centro-Oeste,Brasil
2024-09-01,DF,4.0,Centro-Oeste,Brasil
2024-09-08,DF,4.0,Centro-Oeste,Brasil
2024-09-15,DF,4.0,Centro-Oeste,Brasil
2024-09-22,DF,2.0,Centro-Oeste,Brasil
2024-09-29,DF,7.0,Centro-Oeste,Brasil
2024-10-06,DF,6.0,Centro-Oeste,Brasil
2024-10-13,DF,6.0,Centro-Oeste,Brasil
2024-10-20,DF,10.0,Centro-Oeste,Brasil
2024-10-27,DF,11.0,Centro-Oeste,Brasil
2024-11-03,DF,6.0,Centro-Oeste,Brasil
2024-11-10,DF,13.0,Centro-Oeste,Brasil
2024-11-17,DF,14.0,Centro-Oeste,Brasil
2024-11-24,DF,8.0,Centro-Oeste,Brasil
2024-12-01,DF,13.0,Centro-Oeste,Brasil
2024-12-08,DF,9.0,Centro-Oeste,Brasil
2024-12-15,DF,7.0,Centro-Oeste,Brasil
2024-12-22,DF,9.0,Centro-Oeste,Brasil
2024-12-29,DF,6.0,Centro-Oeste,Brasil
2025-01-05,DF,6.0,Centro-Oeste,Brasil
2025-01-12,DF,5.0,Centro-Oeste,Brasil
2025-01-19,DF,5.0,Centro-Oeste,Brasil
2025-01-26,DF,8.0,Centro-Oeste,Brasil
2025-02-02,DF,8.0,Centro-Oeste,Brasil
2025-02-09,DF,8.0,Centro-Oeste,Brasil
2025-02-16,DF,3.0,Centro-Oeste,Brasil
2025-02-23,DF,20.0,Centro-Oeste,Brasil
2025-03-02,DF,9.0,Centro-Oeste,Brasil
2025-03-09,DF,14.0,Centro-Oeste,Brasil
2025-03-16,DF,8.0,Centro-Oeste,Brasil
2025-03-23,DF,10.0,Centro-Oeste,Brasil
2025-03-30,DF,8.0,Centro-Oeste,Brasil
2025-04-06,DF,7.0,Centro-Oeste,Brasil
2025-04-13,DF,6.0,Centro-Oeste,Brasil
2025-04-20,DF,7.0,Centro-Oeste,Brasil
2025-04-27,DF,10.0,Centro-Oeste,Brasil
2025-05-04,DF,8.0,Centro-Oeste,Brasil
2025-05-11,DF,10.0,Centro-Oeste,Brasil
2025-05-18,DF,15.0,Centro-Oeste,Brasil
2025-05-25,DF,10.0,Centro-Oeste,Brasil
2025-06-01,DF,9.0,Centro-Oeste,Brasil
2025-06-08,DF,2.0,Centro-Oeste,Brasil
2025-06-15,DF,9.0,Centro-Oeste,Brasil
2025-06-22,DF,6.0,Centro-Oeste,Brasil
2025-06-29,DF,7.0,Centro-Oeste,Brasil
2025-07-06,DF,4.0,Centro-Oeste,Brasil
2025-07-13,DF,3.0,Centro-Oeste,Brasil
2025-07-20,DF,5.0,Centro-Oeste,Brasil
2025-07-27,DF,6.0,Centro-Oeste,Brasil
2025-08-03,DF,4.0,Centro-Oeste,Brasil
2025-08-10,DF,4.0,Centro-Oeste,Brasil
2025-08-17,DF,6.0,Centro-Oeste,Brasil
2025-08-24,DF,5.0,Centro-Oeste,Brasil
2025-08-31,DF,5.0,Centro-Oeste,Brasil
2025-09-07,DF,8.0,Centro-Oeste,Brasil
2025-09-14,DF,8.0,Centro-Oeste,Brasil
2025-09-21,DF,6.0,Centro-Oeste,Brasil
2025-09-28,DF,6.0,Centro-Oeste,Brasil
2025-10-05,DF,5.0,Centro-Oeste,Brasil
2025-10-12,DF,14.0,Centro-Oeste,Brasil
2025-10-19,DF,5.0,Centro-Oeste,Brasil
2025-10-26,DF,8.0,Centro-Oeste,Brasil
2025-11-02,DF,9.0,Centro-Oeste,Brasil
2025-11-09,DF,15.0,Centro-Oeste,Brasil
2025-11-16,DF,8.0,Centro-Oeste,Brasil
2025-11-23,DF,7.0,Centro-Oeste,Brasil
2025-11-30,DF,13.0,Centro-Oeste,Brasil
2025-12-07,DF,16.0,Centro-Oeste,Brasil
2025-12-14,DF,11.0,Centro-Oeste,Brasil
2025-12-21,DF,7.0,Centro-Oeste,Brasil
2025-12-28,DF,3.0,Centro-Oeste,Brasil
2026-01-04,DF,5.0,Centro-Oeste,Brasil
2026-01-11,DF,2.0,Centro-Oeste,Brasil
2026-01-18,DF,10.0,Centro-Oeste,Brasil
2026-01-25,DF,7.0,Centro-Oeste,Brasil
2026-02-01,DF,6.0,Centro-Oeste,Brasil
2026-02-08,DF,7.0,Centro-Oeste,Brasil
2026-02-15,DF,7.0,Centro-Oeste,Brasil
2026-02-22,DF,2.0,Centro-Oeste,Brasil
2026-03-01,DF,7.0,Centro-Oeste,Brasil
2026-03-08,DF,7.0,Centro-Oeste,Brasil
2026-03-15,DF,11.0,Centro-Oeste,Brasil
2026-03-22,DF,10.0,Centro-Oeste,Brasil
2026-03-29,DF,11.0,Centro-Oeste,Brasil
2026-04-05,DF,17.0,Centro-Oeste,Brasil
2026-04-12,DF,14.0,Centro-Oeste,Brasil
2026-04-19,DF,15.0,Centro-Oeste,Brasil
2026-04-26,DF,10.0,Centro-Oeste,Brasil
2026-05-03,DF,13.0,Centro-Oeste,Brasil
2026-05-10,DF,25.0,Centro-Oeste,Brasil
2026-05-17,DF,24.0,Centro-Oeste,Brasil
2026-05-24,DF,29.0,Centro-Oeste,Brasil
2026-05-31,DF,30.0,Centro-Oeste,Brasil
2026-06-07,DF,29.0,Centro-Oeste,Brasil
2026-06-14,DF,12.0,Centro-Oeste,Brasil
2026-06-21,DF,25.0,Centro-Oeste,Brasil
2026-06-28,DF,17.0,Centro-Oeste,Brasil
2026-07-05,DF,17.0,Centro-Oeste,Brasil
2026-07-12,DF,19.0,Centro-Oeste,Brasil
2026-07-19,DF,13.0,Centro-Oeste,Brasil
2026-07-26,DF,16.0,Centro-Oeste,Brasil
2026-08-02,DF,9.0,Centro-Oeste,Brasil
2026-08-09,DF,5.0,Centro-Oeste,Brasil
2026-08-16,DF,20.0,Centro-Oeste,Brasil
2026-08-23,DF,10.0,Centro-Oeste,Brasil
2026-08-30,DF,21.0,Centro-Oeste,Brasil
2026-09-06,DF,7.0,Centro-Oeste,Brasil
2026-09-13,DF,7.0,Centro-Oeste,Brasil
2014-10-26,ES,1.0,Sudeste,Brasil
2014-11-02,ES,1.0,Sudeste,Brasil
2014-11-09,ES,2.0,Sudeste,Brasil
2014-11-16,ES,2.0,Sudeste,Brasil
2014-11-23,ES,1.0,Sudeste,Brasil
2014-11-30,ES,1.0,Sudeste,Brasil
2014-12-07,ES,1.0,Sudeste,Brasil
2014-12-14,ES,1.0,Sudeste,Brasil
2014-12-21,ES,1.0,Sudeste,Brasil
2014-12-28,ES,1.0,Sudeste,Brasil
2015-01-04,ES,1.0,Sudeste,Brasil
2015-01-11,ES,1.0,Sudeste,Brasil
2015-01-18,ES,1.0,Sudeste,Brasil
2015-01-25,ES,1.0,Sudeste,Brasil
2015-02-01,ES,1.0,Sudeste,Brasil
2015-02-08,ES,1.0,Sudeste,Brasil
2015-02-15,ES,1.0,Sudeste,Brasil
2015-02-22,ES,1.0,Sudeste,Brasil
2015-03-01,ES,1.0,Sudeste,Brasil
2015-03-08,ES,1.0,Sudeste,Brasil
2015-03-15,ES,1.0,Sudeste,Brasil
2015-03-22,ES,1.0,Sudeste,Brasil
2015-03-29,ES,1.0,Sudeste,Brasil
2015-04-05,ES,1.0,Sudeste,Brasil
2015-04-12,ES,1.0,Sudeste,Brasil
2015-04-19,ES,2.0,Sudeste,Brasil
2015-04-26,ES,2.0,Sudeste,Brasil
2015-05-03,ES,1.0,Sudeste,Brasil
2015-05-10,ES,1.0,Sudeste,Brasil
2015-05-17,ES,1.0,Sudeste,Brasil
2015-05-24,ES,1.0,Sudeste,Brasil
2015-05-31,ES,3.0,Sudeste,Brasil
2015-06-07,ES,1.0,Sudeste,Brasil
2015-06-14,ES,1.0,Sudeste,Brasil
2015-06-21,ES,2.0,Sudeste,Brasil
2015-06-28,ES,1.0,Sudeste,Brasil
2015-07-05,ES,1.0,Sudeste,Brasil
2015-07-12,ES,1.0,Sudeste,Brasil
2015-07-19,ES,1.0,Sudeste,Brasil
2015-07-26,ES,3.0,Sudeste,Brasil
2015-08-02,ES,3.0,Sudeste,Brasil
2015-08-09,ES,1.0,Sudeste,Brasil
2015-08-16,ES,1.0,Sudeste,Brasil
2015-08-23,ES,1.0,Sudeste,Brasil
2015-08-30,ES,1.0,Sudeste,Brasil
2015-09-06,ES,1.0,Sudeste,Brasil
2015-09-13,ES,1.0,Sudeste,Brasil
2015-09-20,ES,1.0,Sudeste,Brasil
2015-09-27,ES,1.0,Sudeste,Brasil
2015-10-04,ES,2.0,Sudeste,Brasil
2015-10-11,ES,2.0,Sudeste,Brasil
2015-10-18,ES,2.0,Sudeste,Brasil
2015-10-25,ES,2.0,Sudeste,Brasil
2015-11-01,ES,1.0,Sudeste,Brasil
2015-11-08,ES,1.0,Sudeste,Brasil
2015-11-15,ES,4.0,Sudeste,Brasil
2015-11-22,ES,1.0,Sudeste,Brasil
2015-11-29,ES,4.0,Sudeste,Brasil
2015-12-06,ES,9.0,Sudeste,Brasil
2015-12-13,ES,8.0,Sudeste,Brasil
2015-12-20,ES,4.0,Sudeste,Brasil
2015-12-27,ES,3.0,Sudeste,Brasil
2016-01-03,ES,3.0,Sudeste,Brasil
2016-01-10,ES,1.0,Sudeste,Brasil
2016-01-17,ES,5.0,Sudeste,Brasil
2016-01-24,ES,8.0,Sudeste,Brasil
2016-01-31,ES,12.0,Sudeste,Brasil
2016-02-07,ES,6.0,Sudeste,Brasil
2016-02-14,ES,3.0,Sudeste,Brasil
2016-02-21,ES,9.0,Sudeste,Brasil
2016-02-28,ES,12.0,Sudeste,Brasil
2016-03-06,ES,14.0,Sudeste,Brasil
2016-03-13,ES,21.0,Sudeste,Brasil
2016-03-20,ES,24.0,Sudeste,Brasil
2016-03-27,ES,15.0,Sudeste,Brasil
2016-04-03,ES,27.0,Sudeste,Brasil
2016-04-10,ES,18.0,Sudeste,Brasil
2016-04-17,ES,14.0,Sudeste,Brasil
2016-04-24,ES,11.0,Sudeste,Brasil
2016-05-01,ES,27.0,Sudeste,Brasil
2016-05-08,ES,25.0,Sudeste,Brasil
2016-05-15,ES,17.0,Sudeste,Brasil
2016-05-22,ES,17.0,Sudeste,Brasil
2016-05-29,ES,10.0,Sudeste,Brasil
2016-06-05,ES,13.0,Sudeste,Brasil
2016-06-12,ES,13.0,Sudeste,Brasil
2016-06-19,ES,9.0,Sudeste,Brasil
2016-06-26,ES,4.0,Sudeste,Brasil
2016-07-03,ES,8.0,Sudeste,Brasil
2016-07-10,ES,9.0,Sudeste,Brasil
2016-07-17,ES,9.0,Sudeste,Brasil
2016-07-24,ES,7.0,Sudeste,Brasil
2016-07-31,ES,5.0,Sudeste,Brasil
2016-08-07,ES,8.0,Sudeste,Brasil
2016-08-14,ES,6.0,Sudeste,Brasil
2016-08-21,ES,6.0,Sudeste,Brasil
2016-08-28,ES,2.0,Sudeste,Brasil
2016-09-04,ES,10.0,Sudeste,Brasil
2016-09-11,ES,3.0,Sudeste,Brasil
2016-09-18,ES,10.0,Sudeste,Brasil
2016-09-25,ES,4.0,Sudeste,Brasil
2016-10-02,ES,5.0,Sudeste,Brasil
2016-10-09,ES,5.0,Sudeste,Brasil
2016-10-16,ES,4.0,Sudeste,Brasil
2016-10-23,ES,9.0,Sudeste,Brasil
2016-10-30,ES,6.0,Sudeste,Brasil
2016-11-06,ES,5.0,Sudeste,Brasil
2016-11-13,ES,10.0,Sudeste,Brasil
2016-11-20,ES,6.0,Sudeste,Brasil
2016-11-27,ES,9.0,Sudeste,Brasil
2016-12-04,ES,8.0,Sudeste,Brasil
2016-12-11,ES,5.0,Sudeste,Brasil
2016-12-18,ES,13.0,Sudeste,Brasil
2016-12-25,ES,15.0,Sudeste,Brasil
2017-01-01,ES,17.0,Sudeste,Brasil
2017-01-08,ES,10.0,Sudeste,Brasil
2017-01-15,ES,30.0,Sudeste,Brasil
2017-01-22,ES,38.0,Sudeste,Brasil
2017-01-29,ES,30.0,Sudeste,Brasil
2017-02-05,ES,39.0,Sudeste,Brasil
2017-02-12,ES,16.0,Sudeste,Brasil
2017-02-19,ES,46.0,Sudeste,Brasil
2017-02-26,ES,29.0,Sudeste,Brasil
2017-03-05,ES,35.0,Sudeste,Brasil
2017-03-12,ES,62.0,Sudeste,Brasil
2017-03-19,ES,73.0,Sudeste,Brasil
2017-03-26,ES,74.0,Sudeste,Brasil
2017-04-02,ES,63.0,Sudeste,Brasil
2017-04-09,ES,77.0,Sudeste,Brasil
2017-04-16,ES,74.0,Sudeste,Brasil
2017-04-23,ES,74.0,Sudeste,Brasil
2017-04-30,ES,69.0,Sudeste,Brasil
2017-05-07,ES,65.0,Sudeste,Brasil
2017-05-14,ES,48.0,Sudeste,Brasil
2017-05-21,ES,44.0,Sudeste,Brasil
2017-05-28,ES,48.0,Sudeste,Brasil
2017-06-04,ES,36.0,Sudeste,Brasil
2017-06-11,ES,36.0,Sudeste,Brasil
2017-06-18,ES,22.0,Sudeste,Brasil
2017-06-25,ES,27.0,Sudeste,Brasil
2017-07-02,ES,29.0,Sudeste,Brasil
2017-07-09,ES,23.0,Sudeste,Brasil
2017-07-16,ES,22.0,Sudeste,Brasil
2017-07-23,ES,20.0,Sudeste,Brasil
2017-07-30,ES,23.0,Sudeste,Brasil
2017-08-06,ES,22.0,Sudeste,Brasil
2017-08-13,ES,19.0,Sudeste,Brasil
2017-08-20,ES,19.0,Sudeste,Brasil
2017-08-27,ES,15.0,Sudeste,Brasil
2017-09-03,ES,11.0,Sudeste,Brasil
2017-09-10,ES,13.0,Sudeste,Brasil
2017-09-17,ES,20.0,Sudeste,Brasil
2017-09-24,ES,14.0,Sudeste,Brasil
2017-10-01,ES,18.0,Sudeste,Brasil
2017-10-08,ES,11.0,Sudeste,Brasil
2017-10-15,ES,7.0,Sudeste,Brasil
2017-10-22,ES,12.0,Sudeste,Brasil
2017-10-29,ES,16.0,Sudeste,Brasil
2017-11-05,ES,9.0,Sudeste,Brasil
2017-11-12,ES,20.0,Sudeste,Brasil
2017-11-19,ES,13.0,Sudeste,Brasil
2017-11-26,ES,21.0,Sudeste,Brasil
2017-12-03,ES,7.0,Sudeste,Brasil
2017-12-10,ES,21.0,Sudeste,Brasil
2017-12-17,ES,23.0,Sudeste,Brasil
2017-12-24,ES,18.0,Sudeste,Brasil
2017-12-31,ES,19.0,Sudeste,Brasil
2018-01-07,ES,9.0,Sudeste,Brasil
2018-01-14,ES,17.0,Sudeste,Brasil
2018-01-21,ES,15.0,Sudeste,Brasil
2018-01-28,ES,23.0,Sudeste,Brasil
2018-02-04,ES,14.0,Sudeste,Brasil
2018-02-11,ES,17.0,Sudeste,Brasil
2018-02-18,ES,15.0,Sudeste,Brasil
2018-02-25,ES,26.0,Sudeste,Brasil
2018-03-04,ES,18.0,Sudeste,Brasil
2018-03-11,ES,19.0,Sudeste,Brasil
2018-03-18,ES,33.0,Sudeste,Brasil
2018-03-25,ES,37.0,Sudeste,Brasil
2018-04-01,ES,33.0,Sudeste,Brasil
2018-04-08,ES,53.0,Sudeste,Brasil
2018-04-15,ES,55.0,Sudeste,Brasil
2018-04-22,ES,55.0,Sudeste,Brasil
2018-04-29,ES,38.0,Sudeste,Brasil
2018-05-06,ES,27.0,Sudeste,Brasil
2018-05-13,ES,42.0,Sudeste,Brasil
2018-05-20,ES,28.0,Sudeste,Brasil
2018-05-27,ES,43.0,Sudeste,Brasil
2018-06-03,ES,22.0,Sudeste,Brasil
2018-06-10,ES,58.0,Sudeste,Brasil
2018-06-17,ES,63.0,Sudeste,Brasil
2018-06-24,ES,35.0,Sudeste,Brasil
2018-07-01,ES,38.0,Sudeste,Brasil
2018-07-08,ES,37.0,Sudeste,Brasil
2018-07-15,ES,58.0,Sudeste,Brasil
2018-07-22,ES,52.0,Sudeste,Brasil
2018-07-29,ES,25.0,Sudeste,Brasil
2018-08-05,ES,38.0,Sudeste,Brasil
2018-08-12,ES,48.0,Sudeste,Brasil
2018-08-19,ES,34.0,Sudeste,Brasil
2018-08-26,ES,38.0,Sudeste,Brasil
2018-09-02,ES,30.0,Sudeste,Brasil
2018-09-09,ES,23.0,Sudeste,Brasil
2018-09-16,ES,11.0,Sudeste,Brasil
2018-09-23,ES,15.0,Sudeste,Brasil
2018-09-30,ES,20.0,Sudeste,Brasil
2018-10-07,ES,34.0,Sudeste,Brasil
2018-10-14,ES,23.0,Sudeste,Brasil
2018-10-21,ES,19.0,Sudeste,Brasil
2018-10-28,ES,16.0,Sudeste,Brasil
2018-11-04,ES,8.0,Sudeste,Brasil
2018-11-11,ES,13.0,Sudeste,Brasil
2018-11-18,ES,11.0,Sudeste,Brasil
2018-11-25,ES,15.0,Sudeste,Brasil
2018-12-02,ES,8.0,Sudeste,Brasil
2018-12-09,ES,16.0,Sudeste,Brasil
2018-12-16,ES,10.0,Sudeste,Brasil
2018-12-23,ES,14.0,Sudeste,Brasil
2018-12-30,ES,10.0,Sudeste,Brasil
2019-01-06,ES,6.0,Sudeste,Brasil
2019-01-13,ES,22.0,Sudeste,Brasil
2019-01-20,ES,28.0,Sudeste,Brasil
2019-01-27,ES,30.0,Sudeste,Brasil
2019-02-03,ES,36.0,Sudeste,Brasil
2019-02-10,ES,31.0,Sudeste,Brasil
2019-02-17,ES,36.0,Sudeste,Brasil
2019-02-24,ES,28.0,Sudeste,Brasil
2019-03-03,ES,24.0,Sudeste,Brasil
2019-03-10,ES,21.0,Sudeste,Brasil
2019-03-17,ES,40.0,Sudeste,Brasil
2019-03-24,ES,31.0,Sudeste,Brasil
2019-03-31,ES,49.0,Sudeste,Brasil
2019-04-07,ES,58.0,Sudeste,Brasil
2019-04-14,ES,34.0,Sudeste,Brasil
2019-04-21,ES,31.0,Sudeste,Brasil
2019-04-28,ES,50.0,Sudeste,Brasil
2019-05-05,ES,72.0,Sudeste,Brasil
2019-05-12,ES,105.0,Sudeste,Brasil
2019-05-19,ES,107.0,Sudeste,Brasil
2019-05-26,ES,94.0,Sudeste,Brasil
2019-06-02,ES,126.0,Sudeste,Brasil
2019-06-09,ES,121.0,Sudeste,Brasil
2019-06-16,ES,86.0,Sudeste,Brasil
2019-06-23,ES,74.0,Sudeste,Brasil
2019-06-30,ES,112.0,Sudeste,Brasil
2019-07-07,ES,107.0,Sudeste,Brasil
2019-07-14,ES,114.0,Sudeste,Brasil
2019-07-21,ES,135.0,Sudeste,Brasil
2019-07-28,ES,82.0,Sudeste,Brasil
2019-08-04,ES,66.0,Sudeste,Brasil
2019-08-11,ES,65.0,Sudeste,Brasil
2019-08-18,ES,84.0,Sudeste,Brasil
2019-08-25,ES,76.0,Sudeste,Brasil
2019-09-01,ES,83.0,Sudeste,Brasil
2019-09-08,ES,50.0,Sudeste,Brasil
2019-09-15,ES,56.0,Sudeste,Brasil
2019-09-22,ES,45.0,Sudeste,Brasil
2019-09-29,ES,34.0,Sudeste,Brasil
2019-10-06,ES,30.0,Sudeste,Brasil
2019-10-13,ES,49.0,Sudeste,Brasil
2019-10-20,ES,51.0,Sudeste,Brasil
2019-10-27,ES,36.0,Sudeste,Brasil
2019-11-03,ES,39.0,Sudeste,Brasil
2019-11-10,ES,52.0,Sudeste,Brasil
2019-11-17,ES,50.0,Sudeste,Brasil
2019-11-24,ES,52.0,Sudeste,Brasil
2019-12-01,ES,42.0,Sudeste,Brasil
2019-12-08,ES,62.0,Sudeste,Brasil
2019-12-15,ES,103.0,Sudeste,Brasil
2019-12-22,ES,196.0,Sudeste,Brasil
2019-12-29,ES,229.0,Sudeste,Brasil
2020-01-05,ES,220.0,Sudeste,Brasil
2020-01-12,ES,352.0,Sudeste,Brasil
2020-01-19,ES,505.0,Sudeste,Brasil
2020-01-26,ES,533.0,Sudeste,Brasil
2020-02-02,ES,595.0,Sudeste,Brasil
2020-02-09,ES,694.0,Sudeste,Brasil
2020-02-16,ES,707.0,Sudeste,Brasil
2020-02-23,ES,864.0,Sudeste,Brasil
2020-03-01,ES,507.0,Sudeste,Brasil
2020-03-08,ES,781.0,Sudeste,Brasil
2020-03-15,ES,811.0,Sudeste,Brasil
2020-03-22,ES,693.0,Sudeste,Brasil
2020-03-29,ES,306.0,Sudeste,Brasil
2020-04-05,ES,684.0,Sudeste,Brasil
2020-04-12,ES,661.0,Sudeste,Brasil
2020-04-19,ES,628.0,Sudeste,Brasil
2020-04-26,ES,717.0,Sudeste,Brasil
2020-05-03,ES,881.0,Sudeste,Brasil
2020-05-10,ES,791.0,Sudeste,Brasil
2020-05-17,ES,617.0,Sudeste,Brasil
2020-05-24,ES,507.0,Sudeste,Brasil
2020-05-31,ES,432.0,Sudeste,Brasil
2020-06-07,ES,372.0,Sudeste,Brasil
2020-06-14,ES,184.0,Sudeste,Brasil
2020-06-21,ES,249.0,Sudeste,Brasil
2020-06-28,ES,195.0,Sudeste,Brasil
2020-07-05,ES,189.0,Sudeste,Brasil
2020-07-12,ES,148.0,Sudeste,Brasil
2020-07-19,ES,107.0,Sudeste,Brasil
2020-07-26,ES,128.0,Sudeste,Brasil
2020-08-02,ES,112.0,Sudeste,Brasil
2020-08-09,ES,87.0,Sudeste,Brasil
2020-08-16,ES,87.0,Sudeste,Brasil
2020-08-23,ES,84.0,Sudeste,Brasil
2020-08-30,ES,67.0,Sudeste,Brasil
2020-09-06,ES,73.0,Sudeste,Brasil
2020-09-13,ES,56.0,Sudeste,Brasil
2020-09-20,ES,65.0,Sudeste,Brasil
2020-09-27,ES,59.0,Sudeste,Brasil
2020-10-04,ES,78.0,Sudeste,Brasil
2020-10-11,ES,63.0,Sudeste,Brasil
2020-10-18,ES,54.0,Sudeste,Brasil
2020-10-25,ES,40.0,Sudeste,Brasil
2020-11-01,ES,31.0,Sudeste,Brasil
2020-11-08,ES,36.0,Sudeste,Brasil
2020-11-15,ES,26.0,Sudeste,Brasil
2020-11-22,ES,40.0,Sudeste,Brasil
2020-11-29,ES,60.0,Sudeste,Brasil
2020-12-06,ES,91.0,Sudeste,Brasil
2020-12-13,ES,82.0,Sudeste,Brasil
2020-12-20,ES,105.0,Sudeste,Brasil
2020-12-27,ES,46.0,Sudeste,Brasil
2021-01-03,ES,46.0,Sudeste,Brasil
2021-01-10,ES,90.0,Sudeste,Brasil
